comment,label
a very great teacher she always encourage us to always be great and that we can do it,1
youre the best maam miriam thankful and grateful for all the knowledge wisdom and values that youve taught to us,1
she is a professor that dont think the situation of her students that not only her subjects has been enrolled by the students she always give abundant activities which gave the students depressed i think she could not be calm if she cant gave activitie,-1
he needs maybe to do the asynchronous and synchronous because sometimes his activities are causing certain conflicts with other subject because of the submission date abruptly,-1
i think sir i very busy because sometimes we dont have classes and lack of class engagement,1
we are not monitored well especially we need her because this course is reasearch,-1
always on time on her class that why she should continue what she is doing ang being properly organize within her classes,0
she is a kind of teacher that doesnt think in the side of a student she must not be calm of she cant gave activities to student the most hassle teacher and teacher that gave only a very low grade which can loose hope and encouragement of the student to,0
he is knowledgeable but being boastful in tone of speaking which make the ambience of the class quite weird,-1
a professor that can loose hope and encouragement of the student to continue their studies because she is the most hassle teacher and give a very low grade to the student even if they do the tasks i observed that she has a favoritism,1
full of encouragement,1
shes the best she will gave us extension to our deadlines if she will notice that we cant able to pass on time she will gave us chances to have special exams to our activities and quizes shes so understandble person i do really like her,1
a very encouraging teacher and give a very useful learning,1
i really admire miss miriam shes very considerate and lovely even though her class started at 730 am i have never seen her sleepy shes very enthusiastic and that is something unique and interesting about her as our teacher thank you miss miriam,1
she is a very good teacher she handle everyones concern she give as enough time to pass our quizzes and activities,1
i like how miss miriam teach it always makes me want to listen to her every meeting she always engages us to participate in the class,1
i like how teacher arbuiz or sir jb handle and discuss in our class the best teacher in filipino for me,1
she is a good teacher she handle everyones concern she give us enough time to pass our quizzes and activities she always ask if everyone is good or did everyone take the quiz or not,1
miss gobs lesson is always aligned with the lesson,-1
the best teacher i ever had this sem i admire and i do really appreciate this teacher i love the way he approached us i love the way he discuss hes not boring he made us laugh and appreciate our opinions hes really kind and understandble person,1
keep it up the good work sir,1
keep it up the good work maam,1
im having fun on listening to the discussion of teacher winston fernandez in history because he is knowledgeable and discuss it properly,1
keep up the work,0
keep the good work sir,1
thankyou so much sir,0
sir richard is a great teacher in math he discuss it properly so that we will understand lessons,1
i learned great things from her,1
shes my favorite teacher please continuing inspiring us miss god bless you,1
at first i thought hes an approachable teacher but i was wrong i begin to get scared of him,-1
i have nothing to say about her shes the nicest instructor ever i wanted her to be my teacher next school year,1
hands down shes the best instructor ever,1
a very dedicated and loving teacher i really admire miss mahusay at all things she is very religious intelligent and great teacher,1
stay safe miss,1
stay safe miss,1
she has given us and shows a mastery of the subject lessons which help us in having and in finding ways to be able to know the right way or the correct ways,1
she has given us and shows a mastery of the subject lessons which help us in having and in finding ways to be able to know the right way in learning the lessons,1
keep inspiring others doc,1
he has given us and shows a mastery of the subject lessons which help us in having and in finding ways to be able to know the right way in learning the lessons,1
always in the mood to teach thank you sir,1
to sir illut my nat sci teacher you are good in teaching sir but im hoping sir that you will responds to the concern of your students sir especially kanang mo personal message sir thankyou sir for sharing your knowledge,1
she constantly neglects her scheduled synchronous and asynchronous classes provides a schedule and does not follow it rarely explains a discussion,-1
a very dedicated and loving teacher she is very religious intelligent and a great teacher,1
sir gulang is a great teacher,1
a very inspirational teacher that i always look up to,1
the best teacher in college of teacher education deserving to have a huge salary increase keep safe always miss so a lot of young minds would experience highquality teaching in the next years,1
i can say for miss miriam mahusay is she is a good teacher and she always considered our concern and she give all his best to teach as and the way she teach she give all example so that we can understand easily,1
she rarely meets us since this is for research only and she accomodates us through gc and lets us do the rest of the work,0
simply the best,1
miss is the teacher can understand the situation of herhis students,-1
his a high tempered teacher very strict in class specially in the attendance if you may left his meeting because you dont have stable internet connection you will be mark absent,-1
godbless always doc,0
cant appreciate the effort of the student,-1
always care of your students concerns thank you and stay safe,1
good morning doc thank you so much for being so kind and understanding god bless doc,1
we are afraid to ask question regarding in the activities that he will be given to us because he will get annoyed easily,-1
miss give all his present during our class,-1
shes really a great teacher,1
thank you sir youre the best,1
i love the way she teaches us shes a great teacher,1
sometime he have a lot of activities to answer i do understand that it was my part as a student but i think sir needs to know that he was not only our teachers i hope he can improve and give students less activity,1
he never opens his cam thats why we dont see his face when discussing provides a lot of activities in one go sometimes with the use of google classroom,0
i like the way on how he teaches us he really ensures that his student really learn from the lesson his a great teacher,1
stay safe and godbless miss,1
thank you sir for sharing your knowledge i really learn a lot from you as i graduate this year i will never forget your strategies and techniques of teaching god bless and fly high,1
miss understand and consider our situation during in class,-1
good morning maam i love you since 1st sem 1st yr up until now always been there for us rain or shine thank you so much maam,1
i dont have any bad comments to this prof because i just love how he handles his students and how he teaches us,1
shes very nice and she gaves a chance to us to pass the lacking activities and i really her so much to be a kind teacher,1
doesnt have an asynchronous sched he doesnt also consider the students struggles when we have a missing activity he wont let us have the chance to take it,-1
take care and godbless you always doc,1
she is good of everything i like the way she discuss the topic i directly understand at all,1
godbless you and your family always doc,0
miss give all his best to finish our lesson,1
good morning miss salamat sa kanunayng pagsabot namo gikan sa attendance walay tarong signal late og pass sa activities og uban pa thank you so much miss red lipstick is,1
hes such a kind teacher and hes good at everything that makes his students learn,1
sir melgar is the best teacher he know everything i directly understand if he discuss the topic he accept the opinion of hisher students hopefully all teacher is like him,1
miss give all his best and support on as,1
he rarely meets us and tells different reasons so as not to have a discussion for the record i think we only got the chance to meet thrice for the prelim and midterm he also doesnt show interest when it comes to teaching,-1
good morning sir thank you for being so kind and understanding,1
miss is a good teacher on as,1
he never opens his cam when meeting us gives activities sometimes in one go using gcr,0
i have nothing to say because from face to face to online class the strategies and the techniques that he used its never change,0
we love miss miriam mahusay shes really good she threated us like her own children i love you maam,1
sir give her presents during our classes,0
as i statement about this subject teacher she explain everything and i understand the way she discuss she is a smart teacher she knew everything,1
he never discusses with us he always gives us more activities and we dont have a prelim midterm exams and also a quizzes,0
this is my first that i encountered to this teacher but you know what i dont need to worry because she is very easy to approach,1
miss give all his presents in class,-1
she always give an impressive idea to her student shes a brilliant teacher she know everything,1
this teacher also is very approachable,0
sir give to motivate as and sir give all his presents in class,1
what i like about her is that shes very concerned with her students,1
doc calooy is a good adviser to us students she has the mastery of her topic a great teacher endeed thats all thank you,1
gamay kaayo mohatag ug grade bisag passed ko tanan quizzes and requirements naglibig ko asa ko nakulang,0
sometimes we dont understand what he want us to do in his avtivity he gave us the same activity but he get mad when we have same answer,-1
he keeps telling us foul words insulting our capabilities as a students doesnt accept our opinions kept repeating the topic all over again doesnt provide examples or reference he only focusing one topic the entire semester demoralizing us,-1
good morning maamsir honestly dili kaau namo masabtan kung unsa jud ang ways ni sir sa iyang pag discuss,1
ms d is a very considerate person in terms of how we have problems on the internet and addresses our concerns in a positive manner,1
we dont understand the way she gave us an activity or exam she dont tell us a further instruction,0
good morning maamsir same ra gihapun sa eed10 dili kaayo mi kasabot kay d man siya mo hatag ug example kung unsaon jud namo pag himo sa activity nga iyang gihatag,1
thank you for always interacting with us your students maam this makes the classes lighter and more enjoyable,1
none so far thank you,-1
nonse so far thank you,1
none so far thank you,-1
none so far thank you,-1
dr melgar is my idol his teaching strategy is very effective,1
dr melgar is the best,1
she gives us assignments nor activity not in her time and we have difficulty in reaching out our concerns to her she doesnt have passion in her teaching since we are the one who will be making a code for our virtual meetings and she barely present,-1
overall the learning we acquired is good as well as the knowledge that we could integrate when we do teaching someday godbless and thank you,1
doc falcon is a good teacher shes approachable and can handle her class accordingly,1
thank you for the learnings youve taught to us and the knowledge that we could acquire in the future,1
ms trina is a good teacher she manage the class even if its late in the evening,1
favorite,1
mr melgar is a good teacher he manage to attend the class early in the morning,1
shes always positive and the way she gives motivation to her students is just so admirable,1
such a great way to experience doing more activities that could enhance our understanding by seeking information from different resources and apply it from what we have learned,1
complicated terms and lessons are always made easy with sir illuts discussions in class he always use real life experiences or relations which helps us understand the topic a lot better,1
sir laronas oral recitation always makes me nervous but at the same time motivates me to do better everyday,1
responsible teacher,1
sir melgar is a very wonderful teacher he always listen to the opinion of his students in addition he always check the lacking activities of his students and still give us a chance if we fail to pass it on time,1
i like her as a teacher because she always listen to the opinion of her students,1
momask kag questions masuko then iyang discussion balik balik ra from prelim to semi,0
shes a wonderful teacher for me,1
miss trina is very positive in our class shes a great and wonderful teacher for me,1
how do we integrate art forms to the other subjects,0
sir pwede gamiton nlng nato ang lms kung mag quiz sir kay dli mn gud mi ka skip2 sa quizzes nga app sir maong madugay ang among pag answer sir kay tungod mag standby mi sa usa ka item hope maka understand ka sir thank you,1
he is the best teacher ive ever met he is strict but in a good way i like that he is not lenient the rule is a rule it is a practice of discipline that i want some teachers would do to in their classes youll always leave his class with learnings,1
as long as i could i can do but nothing less confident makes me weak,-1
she is the best teacher however due to her internet connection issues we cannot talk about our topic continuously,1
his discussion was very good like it will make you remember clearly and also hes a jamming professor he always do discussion lively which will make you not bored upon listening and makes interests to learners many experiencd and knowledge to share,1
engaging history teacher but one he told us we are exempted from the finals exam if we buy a book only from a certain store and we should put his name on it idk if it is allowed some did it anyway bc its his requirement,1
thank you for sharing your experiences and the knowledge you have that we can acquired in the future,1
thank you for the learnings godbless always,1
he is a good teacher his style is effective as i learned so much from him even if he doesnt meet us virtually sometimes,1
sir magno is very strict he always tell us to ask question in the class but when we ask he will just laugh insultingly and answer our question very deeply that we cant understand he dont listen to his student opinion,1
shes very nice and always listen to the opinion of her students,1
thank you for sharing your learning and experiences godbless,1
his teaching style is effective however for the whole prelim and midterm period i only saw him thrice he updates on our gc though,1
thank you for sharing your learnings to us godbless,1
hes a wonderful teacher he always listen to his students opinion and always give us a chance if we fail to answer an exam or a quiz,1
hes nice,1
my ideal teacher he is firm and presents formality in class his behavior is what makes students study harder and do their tasks more effictively,1
he does have mood swings sometimes he is super cool and calm at the next meeting he is furious hehe we do not know why although he is a great teacher making us realize the power of reading,1
amazing,1
so far doc borja is so good it is sad that shell be retiring,1
continue to be a good teacher to us sir,1
please continue to be a good teacher to us,1
handling is not so organized almost always forget to give proper instructions to the given assignment,-1
pwede naay synchronous ug asynchronous panagsa rakay mag discussion thru gmeet kasagaran recorded discussion ra,0
teaching is good however sometimes puts too much pressure to student that lessens the motivation,1
our scores are above average but she gave low grades to her students classes are done mostly through reporting and some quiz questions are not from the discussion,-1
keeps reminders handson teacher he sends personal messages to check on his student he always makes sure you have a takeaway after each class best teacher strict in the right way,1
miss trina is a good teacher and she will entertain the concerns of every students,1
she rarely give reviews on the correct answers on our quizzes and for that we ended up repeating incorrect answers yes we do research and even study but still its really different if the teacher herself could provide the right answers,1
he only meet us once that was on the first day of class but he would leave some notes for us to study and activities for us to do during his time,-1
he never entertain the concerns of every student through to the some strategies that he used it is hard for the part of every student thats why we have some concerns but he never entertain of it,-1
she is inactive when it comes to student inquiries seldom answers researchrelated queries and even when students perform well she does not provide credit or good grades which he or she deserves no matter what the students complies she does not give,1
he rarely attends the class he makes an announcement without any prior notice,0
she assigns difficult work on occasion and she assigns a poor mark even when the student meets all of the requirements,-1
im perplexed by how she scores us because i complete the prescribed activity but receive a low mark hopefully she can adjust that technique or inform her students about how she calculates grades all in all shes a great teacher,1
she lets her students do the reporting and selects them at random when they are completely uninformed on the topic same issue with how she scores her students when she is only occasionally there and still gives them low grades,-1
he is a good teacher for me i can really understand all of the discussion because he wont stop explaining until everybody get it he is the teacher ive ever know,1
she deserves a raise one of the top cte teachers hopefully she will continue to teach at cte and inspire people like me to pursue careers in the field of literature,1
she has no consideration strict and not even approachable and cannot see our effort,-1
shes a good teacher,1
less discussion but too much school works given inconsiderate the teacher is unconcerned about the students feelings,-1
maam ares is such an inspiration to her students approachable and considerate she has a good heart for her students,1
very good teacher very jamming and comfortable to be with,1
outstanding teacher,1
we heard nothing from him until we had to raise a complaint in our department he does not know how to teach accounting is a hard subject to understand yet he does not teach us and instead lets us watch a youtube video that is not even his,-1
very smart,1
best comp teacher,1
she always makes the discussion interesting even the tone of her voice makes us wanna learn more even its 730 in the morning,1
he is very careless in encoding our scores thats why some of us complaining about the grades because he gave low grades,-1
very energetic kind and understanding teacher makes math easier,1
strict precise but very smart teacher,1
less discussion and very inconsiderate the teacher is unconcerned about the students feelings and situation,-1
the tone of his voice is not clearly heard because its not that loud and clear thats why i can say that his discussion is a bit boring also he didnt turn on his camera during the discussion,-1
he is not that type of teacher who is very considerate towards the opinions of the student he always says that you need to be like this and like this also he keep on relating his discussion to politics and that made me bothered,1
shes a good teacher to us,1
he is the good teacher for me,1
she is the good teacher for me,1
okey rmn sya nindot sya motudlo makasabot ra dayun ko pero ang problema kay sa pag pass sa mga activities dugay kaau na save nmo kay miss nahumn nlang ang midterm kay di daw sya maka connect sa iyahang lms,1
so thankful ikaw gihapon amo pe teacher,1
okey rmn si sir pero about sa synchronous ug asynchronous kay di niya sundon permi nlng synchronous maka asynchronous rami kung mag exam or naay quizzes,0
sir melgar is one of the best teacher,1
he doesnt reply to students messages and is not clear in giving instructions,-1
he never lessen to the students concern he even called us mga bobo,0
hope sunod mag discuss sa siya before maghatag ig exercises or mga answeranan kay makahilak jud siya i understamd na nahan ra siya mangita mig native ways para masabtan namo ang topic but not all individuals are like him na smart kaayo,1
he is a great instructor,1
thankyou sir illut for being one of the best teachers in cte godbless,1
hopefully makapasar mi tanan and maynta moconsider si sir nga unstable connection pd ang students and give us chance pd thankyou,1
hopefully dili gamiton ang time namo sa lain nga subject para di mi ma pressure i dungan ang meet or magh answer during mag meet thankyou pds tanan lesson sir godbless,1
maynta makapasar mi tanan and makagrad,0
less discussion but too much school works given very inconsiderate the teacher is unconcerned about the students feelings,-1
the best teacher,1
good teacher,1
best teacher everrr,1
she is a good teacher who encourage students and motivate as well the teacher who listen queries to his her students,1
a kind of teacher that will always based your grades depending on records,0
she is a good teacher who encourage and motivate students to enhance skills which is applicable in any aspects of learning and also she listen queries to his her students,1
a kind of teacher that will always based you grades on records,0
a kind of teacher that will always based your grades on records,0
what you give records to her is only what grades that you will get,0
bes in subject mastery kind of teacher,0
to be honest this teacher doesnt show his professionalism instead na mag motivate siya ng students and i correct yung mga mistakes namin he always insulted our works and sometimes i heard some foul and vulgar words like bobo,1
he should learn to have patience since he doesnt have that,0
this teacher was a excellent performance for me,1
one of the best teachers that ive ever met,1
he is the best educator that ive encountered so far i learned a lot from him especially on the major subjects and i want uc to invest teachers just like mr melgar,1
he didnt give a consideration nor listening the explaination of the students,0
our instructor to this subject is too strict to the point that we ll afraid to join in gmeet because we feel that we need to be perfect before joining,1
during the first month of class you didnt attend then ga libog nami kung naa paba or wla,0
mas nindot sd ipa lingaw2 ug engage since uban gipang duka kay na bored,1
sir pls lang ko sunod kung discuss gani ka mas butangi pud og ka buhay2 kay pwerti jud guslaa sa imong discussion mura ratag naka atubang og highscool students na nag report,-1
he seldom conducts synchronous meetings lessons are only instilled through a youtube video and it is not elaborated on nor explicitly explained inappropriate teaching approaches and i think this must be taken into account,0
sir pwede ikaw sts namo next sem,0
pleaseeeeeeeee,0
sir usab pls stay kung unsa ka ron kay grabi love jud ka namo tungod sa imong kabutan,1
he did meet us when midterm started and still attend our class in his random days,0
miss pa update lng mi sayo sa lms para maka pass mi early and send daan ppt sa gc ug engage students,1
same ni sir sunny and sir sasil,1
ms sunod butngi sad og feelings kung mag discuss kay pwerte jud laaya,-1
sir wala najud ikaw na ang pinaka the best na maistra akong nasugatan,1
sirrrr,0
padayon us slayyy,0
we love u sirrrrrrrr,1
viva argenti,0
viva pit snr,0
sige nlng ga report niya wala pud mi time para maka pahuway mi sa iyang subjects,0
gamay kaau mo hatag og grado murag dili siya maka kita sa effort sa studyante,0
miss ngano 23 grado nko,-1
gamay kaau mo hatag og grado niya wala raba siyay sulod2 sa klase,0
maam ingna mi daan kung sayo mag meet or dli,0
grabi kaau siya maka hatag og activities na walay tarong instruction niya gamay pud kaau mo hatag og grades,0
maam please lower your standard kay daghan kay mi gamay grado,0
maka hilak kay naning kamot mi maayo per 2124 among grado,0
pila mi ga gabii na nag sleepless nights para ma sakto,-1
kung mo hatag og answeranan pwerti lisuda sa case study bisag wala pami naka sugat gi tagaan jud mi niya grabi pud kaau maka grade sa among quiz pwerti gamaya bisag gitarong man pud namo,0
maam lowerr ur standard,0
annouce kung naay quiz or pt kay ma kuyawan mi na 1 day na lng,0
dismiss us on time and lastly kaloy an grades na effort kay mi ug kapoy pero mao ra makuha,0
well prepared and excellence in teaching,1
neat and well prepared very informative,1
i dont like how she handles lates and absent when it comes to my grades she didnt record my output because i was mark absent due to connections and it only happen once but she already give me 21 when in fact i have perfect quizzes,1
amazing and most fave teacher because he handles us well,1
very jolly amazing and very amazing teacher ever,1
i just like how he handles late and absence and do not give any chance to students who exert efforts only those she knows,1
good teacher godbless,1
in my perspective she was a remarkable teacher who cheered up her student and kept them motivated to keep on going no matter the circumstance may arise thank you for having this long patience in teaching us and thoroughly explain complicate topics to us,1
thank you for the long patience in teaching us,1
thank you for your extended patience in teaching us and i admired how she was able to cater to the students needs and explicitly explain these topics thank you maam,1
thank you for teaching us and for your patience in these subjects the way he explained this topic was very understandable from difficult to easy topics for the subjects,1
his subject was challenging and it was a very effective way for the student to review notes and study,1
thank you so much for always listening to our concerns and we are very lucky to have a teacher that very approachable keep it maam,1
thank you so much for being one of the most teacher that we can approach anytime i am very thankful that you are my teacher keep it up maam,1
thank you so much for sharing your knowledge and sometimes about life story and i am very grateful that you are my teacher ive learned a lot from you thank you for inspiring us lao shi keep it up,1
thank you maam,1
shes really good in inspiring students we loved her and shes doing all out her best,1
hess really good in inspiring students we loved him and hes doing all out his best,1
thank you so much sir,1
thank you sir,1
he doesnt really give an effort for us to learn he just makes us watch youtube videos with topic descriptions but not examples but expects us to know it already,0
he never listens to students excuses and never understand once concern,0
do not entertain questions pm and email,-1
a very inconsistent teacher and inconsiderate,-1
youre too good maam thank you 3,1
one of the coolest professors in uc,0
thank you maam,1
tenkyu,0
thank you maam labyu,1
since i was started studying i have never been encounter such irrational kind of she handle students long quiz is not good for 20mins no multiple choices most of her quizzes are enumeration sometimes identification mostly of our us have failing grade,-1
great teacher i always love to be in her classes,1
very empathetic and respectable teacher,1
students are struggling enough as it is showing a little empathy instead of egocentrism helps a lot,-1
i really loved the way she teach our lesson,1
the way you grade i dont think if it is fair or not or naay sayup sa pag compute makahibonng lang jud mas dako pag grade tu akong gitabangan di mn sa pagsinilfish peru i deserve to have a higher grade than her peru ok ra sir salamat japon kaayu,1
i love this subject sometimes confusing it really develops our critical thinking for the the teacher well he really shows mastery towards the subject lamat sir i like your hinay2 lang para masabtan di manjud gud always need magdali so that tanan malearn,1
ok ra peru naa tuy time na i think abi nimog gikuha ra nakos google ako gisubmit na ppt peru enefortan tu nako sir balaw kog design2 atu ngitag background nindot gamay rakag score gihatag maka disappoint peru oks ra smile japon basta pasar,1
diri dapita rag na appreciate nako imo paggrade nako sir worth the effort sa ako gipangbuhat na assignments salamat sir,1
miss limbaga is a teacher that very confident from what she learn through this subject and she is able to share it with us i love the that she discuss all her learnings from this subject every topic she gave us activities after the discussion,1
i like attending his class because its not boring at all his activities are not heavy and dont take too much time to perform sir bong really made me like pe because of how he handles his class and the subject,1
she doesnt give too many activities and is very approachable she answers the students questions immediately,0
sir ababon always makes sure to remind his students about the projects activities quizzes and exams he also gives extensions on due dates,1
maka nervous si sir pero okay raahahahahamaldito lng gud kaayo,-1
too hard to for asking,-1
ms ybanez is an effective teacher she ensures that her students will learn effectively after each lesson,1
i can say that ms mahusay is a compassionate teacher she motivates everyone to perform their best and to be persistent she is a great teacher,1
mr lumontad is a productive educator he puts effort in every discussion and he explores methods and strategies that would help us understand the lesson efficiently,1
mr dizon is a fun and engaging instructor there was never a dull moment in his class,1
mr alcantara is a competent educator he shows mastery in every lesson,1
mr illut is an effective communicator he relates the lesson to real life situations,1
mr fernandez is an instructor who evaluates our understanding in every lesson and provides constructive feedback for our improvement,1
ms borja is a typical teacher who ensures that every student will learn from her discussions,0
mr saquin is an competent and effective educator who encourage his students to learn and participate in ever discussion he make sure that he provides positive and constructive feedbacks,1
mr dechos is great educator who motivates his students to enjoy learning he proves that learning is fun he is both a great educator and role model,1
thank you for being considerate sir,1
i hope nga mo consider sad ka sa imuha mga students sir nga unstable and internet connection usahay kay og unstable sd imuha network sir mo sabot rman sad mi thank you,-1
the sad thing here is that he will not show us the wrong and right response after the quiz in that case we cant correct our mistakes and we cant learn from it,-1
i am very amaze of you sir youre very approachable and fun to be with thank you for sharing your knowledge and your thoughts with us,1
maynta sir di naka mang gamit og lain time or dli imuha time para dili mi ma pressure kay mag dungan na lisod kaayo gamiton nimo ang lain time sa lain subject lisod mag answer sa imuha ihatag nga quiz while ga google meet sd mi sa lain namo subject,-1
thank you for the knowledge and new learnings that you share for us sir,1
next time sir be more approachable because some of us are scary to approach otherwise i know your kind and have a good heart,1
hgfdyfchgv,0
thanks maam hope to see u again,1
,0
thankyou sir dexter lodi ng bayan we are all grateful that you are our instructor stay healthy and i hope dilika mag usab mwuah,1
next time maam please accept our excuses when times we cannot join the class due to slow internet connection and blackout give us a special task if happen,1
the first time that she entered the class all was good but after the prelim exams she was not consistent in synchronous sessions anymore causing almost of my classmates to have low grades in her subject,-1
di kabaw maminaw namo di kabaw mo sabot di kabaw mo angkon sa sayop di halos magpa kita sige rag hatag recorded nya quiz ug activity dayon bisag wa mi kasabot ug tarong sa iyang recorded na discussions syempre di man mi ka panguta for clarifications,0
since its understandable that its still online class in the prelim and midterm he did not execute along with his students but regardless of it he motivates us and corrects us in a calm manner,1
di kabaw minaw namo siya permi sakto kusog pa kaayo mang insulto,0
mo meet rag ganahan,0
a bit pressured because he seldom holds asynchronous session and right after his discussion he recapitulates and conducts quizzes right away its manageable considering were college students but he could have given other activities aside from quizzes,-1
he must provide engaging interaction because i noticed that some of my classmates are not paying attention to the reporters considering that were still practicing our skills in speaking regardless of that i admire him for being considerate,1
she attends her classes late due to our schedule of 1230 but still manages to finish the things that need to be done i can see that shes competent but when it comes to concerns we cannot communicate easily because there is no group chat designated,-1
so far so good this is one of the teachers that get along with some of my classmates and has this millennial spirit but still professional enough to handle classes,1
i think it would be better that we can freely speak our topic in reporting and be corrected afterwards given that this is a major subject then it requires assessment and clarification but in a way that most of us cannot feel shame but enlightenment,1
to be honest math doesnt engage me specially that its scheduled on 730am so i think it would be better if a refresher could be done before classes starts to ensure that the students are attentive regardless of it i admire him for being competent,1
during the first sessions of classes we were asked if someone could volunteer on agility exercises in that way my confidence was boosted i can see that hes someone that pushes and practices his students to take responsibility to us rotc cadets,1
during the prelim and midterm exams some of the questions were not based on the book he should have provided us with the notes for us to study because he might have referred to other references we werent aware of but overall he taught us well,1
prelims and midterms are done from cisco website and he only went synchronous class from the very beginning of the 2nd sem now semifinals he sometimes do some discussion synchronous but still provide yt links for class discussion,0
not satisfied,-1
accommodating,0
strict,0
none at all,0
he just provide material to be study for the upcoming quiz but sometimes the questions are not really related to his given reviewer also this subject cost a lot but we received inadequate knowledge,-1
prelim midterm exams and quizzes are done from cisco website while now semifinals he rarely do some discussion instead he provided yt links for the synchronous session which is inappropriate for me,0
miss ybaez is a kind and efficient teacher she is probably one of my favorite teachers this semester she makes sure that we all understand her lessons and frequently answers are queries regarding the topics discussed,1
she is one of the kindest teachers in uc very considerate and enthusiastic,1
i would say that shes not really a responsible teacher,-1
not a responsible teacher,-1
such a good and compassionate teacher,1
shes very excellent in teaching however she always overload us with so much activities,1
she is a very good teacher,1
inconsiderate sometimes,-1
the subject is easy to understand but she sometimes complicate things thats hard for us to understand,1
inconsiderate and doesnt give students time to respond knowing online class is laggy for most students,-1
the subject is supposed to be easy but the way she handled the class makes the subject english hard,1
idk just felt like giving a 5,1
doesnt give clear instruction to the activities and missed few classes but got mad at us for not understand the topic the she should have been discussing at that time period,-1
poor time management skills poor public speaking skills,-1
she often gives unclear instructions in activities that is given,-1
always give students hard time and he is always mad he kicked multiple students during the meet because they cant answer the question and always have a tantrum many students are already afraid to join his classes,-1
he often gets mad at us if we got the wrong answer even if we got the correct answer hes still mad because were too slow in giving the answer to his questions how can we easily understand the lesson when we barely know the topic we are not that smart,-1
this teacher made my life a living hell,-1
our instructor is good to teach and also teaching clear always,1
the teacher is ok and i only learned 50 of his teaching,1
his good teachers student learning and professional contributions and the way teach is not bad is good and his want the students to learn and always remember the activitys and last period always announce,1
all perfect because his teaching is good and he doesnt struggle the students and also is not a boring teacher he also gives good grades,1
sometimes our instructor is i cant understands their give instructor but instructor is not problem the way teach is ok,1
i dont understand because its always 5 point or 100 points i think my grade is not that good and also sometime if we have to ask a questioned in gc she doesnt respond but the way her teach is ok,1
the teacher nstp is not problem the teach but only one is exam she give 30 mins thats it but over all is good,1
sometimes is activate give the activity and quiz but he only joins zoom class sometimes but gives activates quizzes exams and his teaching are slow,0
this teacher is good and also the way give grade is nice and also the activities and also is not boring,1
shows mastery of the subject matter and also respect the student and also the good teach and effort not really boring,1
outstanding professor,1
very intelligent teacher,1
very kind teacher,1
i cant say anything but words thank you,1
strict si miss pero always on time asa class then mo accept ra sa opionions and suggestions,1
cute mo discuss si miss bisag lisod hahaa,1
nice kaayu si miss hinay lang jud connection usahay,1
he can finish a chapter discussion without even making it a fastpaced discussion it doesnt feel like hes just reading the material hence he really does discuss it very well for us to be able to understand the topic,1
grabi ka strikto si sir pero ganahan rako niya sa iyang teaching wayss,0
nice rajud si sir mo quiz and activities,1
late usahay pero nice mo lecture,1
hes so far the best teacher in this online class setup hes wellmannered and does whats need to be done he also reminds us about our meets and activities so that we dont miss any of it,1
im sad to say this but mr larona is not an efficient teacher for me i find it hard to answer his quizzes and exams because most of it arent part of his discussion nor on the ppt slides he provided i am having a hard time to learn on his class,-1
we hope that she well handle class nice and she will be approachable in all way she will further discussion and give feedback to students output like she needs to give the correct one we need to know our scores thank you,1
a typical normal instructor professional at her works hardworking kind thoughtful instructor,1
he is a professional and hardworking instructor he is kind considerate approachable and do his best to communicate with us understands other empathetic,1
professional and hardworking teacher very thoughtful and relatable so kind and very understanding person,1
professional and hardworking to her works strict and because of that she is hard to approach and the students are scared to answer to her questions so responsible and focus on doing her work,-1
kind nice professional hardworking friendly relatable teacher his subject is fun and very interesting the way he handles students are very fair,1
professional hardworking teacher i like his style that is just cool with his discussions and its understandable hes thoughtful kind and i think he likes rizal very much,1
professional and very hardworking that she handles so many works and even her schedule is full of work very understanding teacher kind nice very responsible teacher,1
professional and hardworking to his work kind and hes like a scientist i dont know why i still dont know what kind of teacher he is but he is just like the other or most teacher that im under in like just doing his job,1
i really appreciate the effort mr sagulili has been exerting for the class he always updates us on our facebook group chat thank you so much sir,1
very bless to have such a great professor may god bless him always,1
a very talented teacher hoping to be like him in the near future in front of my students,1
i love his energy hoping to bring this energy in front of my future students,1
it would be better if you will conduct activities that are aligned to the courseapplied motor control and learningiam not motivated to enter the class coz im done sa all topics from our bped4 activities mustbe more on performances,1
activities and performances that you will require must be engaging and align to our course,1
the topics discussed by the teacher are not relevant to the subject matter she is teaching us about conversion and operations of the number system which is not in line with our subject which is comp 100 computer application,1
he does not have an attendance in the lms and he rarely discussed a lesson when he discussed he does not present any file or powerpoint presentation on the screen,0
he doesnt have put class attendance in the lms and he rarely discussed a lesson when he discussed it he doesnt present any files or powerpoint presentations on the screen,0
she never conducts virtual discussion just video discussion only which is difficult on our part since after that she gives us the assignment seatwork and quiz the after the quiz she reviews everything next chapter it really affects our grades,-1
not active nor attentive during meetings she would tell us to message her if we had questions regarding the activity but when doing so she fails to respond to messages a fellow student messaged her more than a week ago but she still hasnt responded,-1
she is good and approachable easy to raise concerns she definitely understands students concerns and she treats us like her own children she is nice and gives us the motivation to keep striving and be motivation on oneself,1
this teacher is very inactive and was only able to teach us late into the semester after a concerned student brought this issue up to maam pagobo his teaching style has much to be desired,1
she is good and approachable easy to raise concerns she definitely understands students concerns and she treats us like her own children she is nice and gives us the motivation to keep striving and be motivated by ourselves,1
