comment,label
nice sya mo discuss like naay sense but less lang jud ang interaction between niya and students nice jd sya sa teaching and didnt provides a combination of synchronous and asynchronous mode of teaching always sya meet namo,1
hes a great teacher but what we can say is that its exhausting sometimes because he gives a quiz every after the discussion so it means twice a week we have quizzes and its 50 items,0
i have no concerns at all with sir romagos in fact hes a great teacher,1
nice and good teacher,1
shes a good teacher,1
sometimes shes an attitude but so far shes a good teacher,0
sometimes di kaayo mo consider sa mga problems sa students,-1
sometimes she doesnt give considerations but maam suello is really a great teacher she explains well the topic that students can really understand if we dont understand the topic she always gives us motivation or ideas to practice and practice,1
she is a good and approachable instructor that could not make you hesitate to ask,1
saputon kaayo kusog mangyawyaw ug students usahay mamalikas and di mudawat ug consideration sa students sometimes kay dugay musud sa klase and paspas kaayo mo discuss and mayntag i indicate nya ang page sa book kung asa sya ga discuss,-1
im afraid of sir bragat if masuko hes a good teacher but sometimes i dont know what we are discussing bcos we only have books and listen to his voice recording during the google meet i hope that he also indicates that what page of the book or title,-1
doesnt trust students when they are having an internet issue while taking an exam doesnt give second chance uses vulgar words sometimes,-1
the best math teacher,1
she teach math so fast i cant comprehend it well but she is a good teacher,-1
teacher eve is very inconsiderate internet connection is something that is out of our control yet she blames us if we have a slow connection she sets her standards high but fails to provide clear instructions and supervision,-1
her instructions are not clear usually after discussion she will just leave the meeting without asking the students if they have questions or some clarifications also her presentation like the powerpoint is not organized and not comprehensive,-1
she is very nice,1
thankyou,0
miss bitoon always excites me with her warm welcome before we starts our classes she always shares her stories with her family and experiences she is very smiling person and she is very carrying and kind,1
mr pacaldo is the type of teacher that wants you to pay attention to everything he says he is a very calm teacher and friendly he is very understandable but when its urgent everyone should do its part,1
mr apa is very simple yet the smartest when he is teaching he teach smoothly and you can tell that he is well prepared when he enters the meeting he is friendly and calm,1
miss maedyn is the teacher we all wants she makes every topic as simple as abc she is always kind and calm although she is not straighttothetopic type of speaker but atleast we understand her quickly,1
mr physics guy i call him that name because he is the best physics teacher i ever have he is always chill when teaching and you can understand him quickly he doesnt talk much about the things that isnt important thats why you can focus,1
mr alquilita is the type of teacher that keeps the environment chill and fun at the same time because he provides information na mapapa oo ka nalang kasi nga oo nga naman,1
mr dapal is the type of teacher that is allknowing when it comes to history i remembered one of my classmate asked him with a very critical question that i thought he cannot answer but surprisingly i was surprised,1
in your teaching styles and techniques miss maayos naman pagka deliver but in giving activities sana namn maawa ka sa amin because sometimes you give an activities hindi mo schedule i hope you will avoid that thing miss,-1
i really love the way na mo teach ka sa amoa miss i hope miss i will master this subject and be the same as you miss thank you miss,1
sometimes jud miss d jud ko kasabot sa subject but i know miss na imo gi try para makasabot and thank u kaayo miss thank u mga gihatag na rest day nimo miss kay ikaw ra jud mo hatag namo ana ay huhuh i really like your smile miss ay keep ur smile miss,1
i cant understand well the discussions,-1
doesnt respect our personal time gave activities at 9 pm in the evening which is supposedly our time for ourselves gave a lot of assignments to us and provide short time in answering the exams she doesnt follow the asynchronous and synchronous rule,-1
she is a very good teacher i really love how she handle her students,1
she gave a lot of activities that students would go rattled off especially synchronous activity that would complicate like do reporting and would give a time allotted activity which makes most students cant concentrate to the discussion on that day,-1
just with the activities given and not much time given for submission which to think not only with her subject we have activities to do,-1
tons of activity but not much time for submission to think we have a lot of subject as well have activities to be submitted on time,-1
most of her lesson are math which is her major subject she teaches that most of the time does not inline with the said subject we have and it makes students so confuse on the specific subject that has been taken up,-1
sir is very intelligent every topic is well discuss and understandable to us students,1
miss discusses in class about the grades which should be done privately,-1
she has this great teaching skills that makes every students engage in her class always,1
in this subject i dont know she is different but still with the activities given and not much allotted time to do,-1
keep up the good work,1
keep the good work,1
he always having considering students espcially those whos net were not stable and he gave exams or quizzes with extra days so that students can answer well,1
i like the way how she give quizzes or exams because it looks like easy but difficult to understand where it measured the understandings of students,1
i am displeased with this instructor for she doesnt accept suggestions or concerns and when we will have an exam the time limit is so small that we cant answer our exams and it is unreasonable for us i want to pass in sts but it isnt reachable,-1
he is undeniably an amazing professor he is the best that been strict a bit but in a good and right way i like his sense of humor and the way he interact with us i have learned a lot from him,1
i commend sir for always showing up prepared during classes as well as being so organized he gives us enough notes on our discussions gives us enough time for our activity this class has been so much interactive i can really say sir loves his work,1
during our prelim the connection that time was slow it takes time to submit our work since she gave us brief period of time to answer we convince her she gave us 10mins extension but when we checked our score it was deducted inconsiderate ect,-1
we students get confused on what we act during his class for example when we participate or speak up he disregard our opinions and tell to better stay silent and when we dont speak up he will say we are not participative,-1
thankyouu for your kindness godbless,1
sorry miss god bless,0
i hope ms suello respond on our email whenever we have concern so that we will know if our concern is considered or not,-1
she doesnt show to us the result scores of our quizzes and dili namo makita if asa mi dapit nasayop or unsa among dapat sudyhan more because wa man mi basis mag sige ramig take ug quiz nya no scores jud tanan,-1
i hope ms cuevas will be considerate to us,-1
miss suello is a professional teacher handles the class professionally i love the way miss suello taught us during her class discussion because she really explains everything,1
please stay kind and pretty miss i love the way how you teach us because you really helped us understand about the lesson even though sometimes you are overtime however we still like you miss,1
you truly care about your students youre making a huge impact towards your class and you made the lesson easy to understand we appreciate you as our professor please stay kind and be more patient to us thank you miss,1
always ra watching video din after that quiz mao na nya another meets video nxad y virtual class,-1
he dont know how to give a considerations to my classmates even if their reasons are valid especially in their lmshe would not accept their activities through messenger even it is valid that they cant accept i pitied my cm what if i am in that position,-1
he is so very considerate to usstudents he know how to look our suitiations thankyouu sir,1
hoping that miss suello will give some students time to rest by not giving lots of activities and assigmnet,-1
thankyouuu,0
thankyouu for your kindness,1
godbless,0
thankyouu godbless,0
thankyouuu for your kindness,1
hoping that miss bonghanoy discusses the topic so that we her students learn moure about it,-1
nice work sir,1
nice work miss keep it up,1
nice work sir gosbless,1
sir nikki is a good teacher,1
in my opinion if hes angry or mad with other class he will include us but i do like sir when he teaches,-1
ms ems is the best and teacher,1
ms generale is good in teaching because you can learn a lot but even in asynchronous time ms generale would meet us and when the students cant answer the oral she will get mad easily,-1
ms faith is also a good teacher but sometimes she forgot the time and leads to overtime then we her students starve also her she gives us lots of tasks to do even though we have lots of tasks to do in other subjects,-1
great teacher even though ms gobs laptop is lagging she can manage to teach us,1
ms eve always mad at us and we dont know why shes not attending the class and when she give us quiz the time limit is too fast and we cant barely finish it she also told us to make the business plan but my other classmates dont know how to make it,-1
thank you for being a good teacher maam,1
nindot unta siya mo tudlo kaso grabe makahatag buhatonon way uso hatag pahuway sa student niya di ra baya siya amo teacher nga ga hatag activity di pud lalim niya lisod2 pud siyag ipabuhat,-1
with regards to giving activities pls do follow the time and date of the subject schedule for us to adjust our time because we also have other activities to do,-1
much better if youll use cebuano language especially in giving examples,0
one of the most understandable and kind professor,1
the best teacher i know very considerate and jolly the class never gets boring,1
very openminded and understanding professor,1
we cannot reach her sometimes because she will just ignore our concerns but we understand her because she is also busy student,-1
good teacher in history,1
he stands both as a teacher and a parent he was able to give us advice in coping up the struggles during the online class as we are freshmen,1
take care and godbless u,1
thank you so much sir because youre not pressuring us keep it up,1
overall he is a good instructor who helps students to learn a lot and examine their potential for accounting he gives understanding to those students who have an unstable connection,1
thank you for the bad grades god bless,-1
ok,0
ganahan kyko the way ka mo teach miss kay makasabot jd mi tanan amping permi,1
amping permi sir,1
i really love how ms eds elaborates her discussions along the way,1
maam ygonia did a pretty good job specially during the discussion she would always correct our mistakes and helps us out along the discussion but is sometimes strict in terms of our classmates being late without hearing their reasons but only sometimes,1
i really admire sir mel because he is very open to each and everyone of us and also considers our own opinions and will help us understand the discussions further he also interacts with us and made the discussion more entertaining,1
maam amadora did great in elaborating her discussion i am just concern for those student including myself who is more comfortable with some presentation presented if only maam amadora had some ppt it would have been great but over all maam is good,1
for me i hope the prof will consider about our connection problem because we are not the same situation that having a stable network and please be professional about your words,-1
continue of being a good instuctor,1
i hope that you have the consideration with your students and please lower your expectations to us because we are not einstein i hope that you should make discussions because not all students are good as you especially because youre our major subject,-1
sir have a very close mind and di maminaw sa amoang concerns always nalang iyaha matuman galisod pud mis klase kay maybe wala lang ko naanad the way siya mo tudlo sa amoa i am pressured tungod atung niana siya na mga brayt ming tanan tungod kani amoa,-1
nice teacher and he understand what the students feels,1
sir kaloy somehow helps me in lifting up myself sa time that i was down because of tons of school works,1
mr danilo is a great teacher however i could not understand him sometimes he discusses a certain topic yet the exams are a bit unrelated too medicalrelated to the discussed topics he also doesnt give immediate feedback for us to review our exams,-1
she handles our class and the students very well she is the most understanding teacher for me and although i sometimes get late because of my work i can still understand the topics very well as her ppts are ver wellorganized,1
wla ko ka uyon sa iyang pag tudlo mag basa ra siya sa iyang ppt unsaon pag concentrate kung ang iyang g tudlo basahon rpd namo sa screen then gamay kaayu mo hatag og grado taas kaayug standards tas iyang pag tudlo wla ka abot sa standard,-1
this teacher is really considerate and very downtoearth he delivers and handles the class very well,1
she rarely attends her classes and she doesnt give clear instructions when giving activities,-1
thank you sir for always making us happy and motivated,1
hes good at teaching most of us his students can always understand the lesson but sometimes he cant refrain from saying curse or vulgar words during our class,-1
she is not using her synchronous time to virtually meet us she just sends us a recorded video clip of her lesson and i cant ask her personally if ever i have questions regarding the topic that she sends,-1
great teacher but the given time for the quiz is not enough especially for the students that are not good at math while sa solutionsit has to be neat and tungod sa gidali medyo hugaw nya theres no time to rewrite na then naa raba score sayang pud,-1
very energetic and motivating si sir,1
approachable and patient ,1
understanding and considerate ,1
thank you for inspiring caring listening guiding and shaping our future i would want you to know that you are without a doubt pretty much the best teacher of all time in the history of ever,1
this professor was very rude to us on our 2nd day of class meeting this professor was saying profanity in front of us she was saying bullshit that time and other rude or hurtful words she also kick lots of my classmates during her time,-1
i like her as our teacher but sometimes she keeps on sending video that we need to udnerstand without duscussing about the vid,-1
he didnt even accepts or consider any situation that happens to me and my classmates we all know that wifi connection is not that always active so its not our fault to out from the gmeet but she cant even understand it im really disappointed,-1
very unprofessional and does not handle the class well and also treats us like mindless robots on quiz that have so short time he does not lessen,-1
maam olga cant even consider about the situation she doesnt want to give any chances to all the students like me im really sad because all of the students has a different situation i cried for quiz that i cant finish because of the poor connection,-1
waste of money didnt learn anything from him he is very unprofessional and very conceited he rarely discusses and gives us a quiz with very little to no time to answer he also discourages other students that answer his questions wrong,-1
so far she is quite good instructor,1
i learned a lot from him and he is a very considerate teacher ,1
a good teacher,1
so far he is quite good instructor,1
sometimes sends activities late we have little time to make them,-1
so far she is quite good instructor,1
i learned a lot from him he is a very good teacher,1
the above result shows how ineffective of a teacher he ishe often concerns himself with students cheating but he is already affecting the students who are working hard to pass he gives out exams that are impossible to pass due to lack of time,-1
i learned a lot from him his discussion is very clear and very easy to understand he is very considerate to the students 1010,1
using foul word one time during our discussion didnt provide proper instructions and wont reply to our concerns,-1
a very good teacher,1
so far he is quite good instructor,1
a good teacher,1
the way miss discussed is very efficient but when miss gave 2 activities in her time i always felt nervous as time was running and what if i cant pass before the due timefor me this is really a disadvantage of miss having 2 activities in a time,0
every time we had a discussions she really elaborate the topics very well and i like it,1
very nice teacher,1
maam jennifer amores is one of the best computer instructor that ive known in my schooling journey,1
my idol teacher,1
very good in teaching thumbs up,1
sir pericles is just like maam jennifer amores they are both great instructors that ive known,1
so jamming teacher,0
shes so good at teaching,1
shes the best of all instructors ive known the way she handle the class i really love listening to her every time she discusses about her lesson she will connect it in real life situations so that we can relate to her discussions all in all shes good,1
so good at influencing the students to be resourceful,1
sir gaps is also a great instructor he never failed us to laugh because of his funny ambiance and personality i can conclude that he really handle the whole class without any hassles,1
sir damuag is one of my favorite instructor because the way he handle the class he is really good and doing his duties with all his heart also the way he discuss his lessons i really love listening to him i dont feel any sleepy thought or what,1
so admirable,1
hes a great mathematics instructor,1
the best rotc instructor ive known he didnt disappointed us the way he handle us un classes and if ever the face to face classes is being approved by the dean i would really love to learn more with sir viodor,1
sir angelo is also one of my favorite instructor in uc because of his funny personality and also his way of handling us he always motivates us and never disappoint us,1
thank you for teaching us lezzzgoooo,1
you can surely learn from him not only thus he makes the discussion seem easy or like very understandable even if it is a bit complicated but he can give out good examples that is an extra help for our learning,1
hes good but sometimes i think that he is like not ready whenever he has discussions i cant also explain why but pretty understandable,-1
probably of my favorite teacher youo can really get a lot to her but sometimes the activities are little bit too much within the time limit but its good way to train us my fellow students,0
also a good teacher but sometimes the activities and assignment is way too much,-1
he rarely attends his classes but often he is very aggressive in a way that he sometimes threatens us to give us low marks even if he didnt discuss something well his teaching skills is good,-1
he does not accept opinions or students excuses and disregards them in an offensive way also he marks students absent even if we were in his class,-1
i think he went too over in relating real life situation and instead he his telling his life stories and not discussion we acknowledge that he has achievement but i think there should be a time that we should focus on topics about the subject,-1
very nice and understanding teacher i really love how he handles his students and the vibe he give makes us less stress but also learning a lot,1
a very effective teacher you could really understand everything like even the tiny bits of a lesson she is indeed a teacher,1
shes good but sometimes she doesnt attend classes,-1
he does not accept students idea and wants his idea to be followed he is sometimes very unreasonable when it comes too score of assignments also the recorded discussions isnt that engaging for me,-1
keep up the good work,1
di mohatag og oras para maminaw sa concern mga students unresponsive,-1
goods no problem,1
a well done instructor thank you ms abby,1
he is a very reliable teacher thank you so much for teaching us,1
sometimes sir jorge answer the students concern but sometimes not i know that he is always busy because he handles many students and also handle other subject so it will be okay for me since there is an accurate reason,0
he is a good and understanding teacher,1
maam is very good at delivering the topic to the class but she is too strict that mostly students is afraid to talk with her or answer her questions but i know this will do good for us to enhance our capability in speaking english accurately,1
sir abella rarely discuss to us he will just assign all of us to do the reporting video discussion one by one and we are having a hard time because we rarely had no idea with the topic cause we just search for answer online mostly students had no book,-1
sir joey is really a jolly teacher and so kind because he give chance for those students who are lacking and the way sir discuss he made it clear and easier for us to understand the topic very well the reason why we are satisfied for his teaching types,1
pwde hinay2 lng ta ig discuss miss hehe,-1
sir ababon is really a good teacher because he give a chance for those students who are lacking thus understand the students reasons gracefully moreover sir gives us a long deadline for our tasks that makes us relieved,1
bilib ko nga pagka maestro strikto pero naas lugar ug maayo mo hatag ug grado,1
hes very inconsiderate to students even though provided with valid evidence and reasons hes very unprofessional when in terms of giving major exams prelim and midterm major exam should be taken seriously not a game that is done through quizizzcom,-1
hi miss thank you kay maka sabot ka namo students chill kay mo tudlo and dali rami maka sabot and also dli ka same sa uban teacher nga daghan kayg pa buhaton thank you so much,1
hi mam for the first time sa pe naka suway mig actual nga performance for sports and thank you kay challenging kaayo sa amo part bisag hinay connection or unsa basta maka perform mi thank you,1
hi sir ikaw jd ako favorite math teacher and thank you for always giving your best to us students i know sometimes mag lisod kas imo connection because hinay but you always find a way para maka meet and also para naa miy ma learn thank you sir,1
hi miss thank you sa effort nimo bisag busy kayka nga teacher pero d jd nimo mi malimtan mangita jd kag time or day mag meet ta para maka catch up sa lessons and also thank you for being understandable to us students we love you miss,1
ni hao laoshi sa tanan ako pinaka ganahan nimo is if naay class participation kay bahalag saba kaayo mis meet basta maka tubag lang sa unsay ipa translate para maka hibaw jd mi xie xie for always giving your best to us,1
hi miss thank you sa effort nimo para naa lang miy ma learn,1
hi sir i know lisod kayto nimo katong pag start sa klase kay naa diay ka covid abi namo ato wla miy teacher jd kay way ni email or ni message mn lang then hapit na prelim but diay naa miy teacher and happy mi ron kay okay naka and naka discuss naka,1
hi teacher lloydie basta imo subject nu makulbaan jd ko labi nag reporting bitaw sir thank you sa effort nimo namo para lang daghan mig ma learn and much appreciated kaayo imo mga efforts thank you sir and god bless you,1
for me good teacher wa kaau koy lain feedback about niya buotan medyo bugal bugalon masinantanon,1
she teach us very well and knows how to accept the opinions of others,1
tanang activities niya ga base sa format wala ga base sa answers and efforts nga kapoy kaayo ug buhat ang students discussion niya recorded video nga tag 2hrs wami kamatonan,-1
no consideration at all even the efforts of the student didnt consider never meet in class always giving 2hrs video to watch teaching style is not effective we have nothing to learn from videos its hard to understand in video we cant ask questions,-1
this teacher has taught us many lessons in which we can apply it in real life situation,1
best teacherattorney,1
best teacher,1
i am very thankful and happy for this teacher for he always give us good vibes,1
the teaching is good thank you sir,1
this teacher is very considerate of the opinions of her students and loves to interacts with her students during class,1
i am happy that i am one of your student in physical education i have learned a lot from you and i promise to apply those lessons in real lifesituation,1
thank you for your way of teaching it will makes us productive to be in your class,1
thank you for being so calm and considerate,1
thank you sa gipangtudlo nimo namo miss naa ko na learn nimo sa karon nga semister hopefully pamadayon pana nimo imong pagtudlo like pina jolly hehe,1
thank you sa pagatiman ka namo miss naa ko daghan na learn nimo karon sa imong gipang tudlo hehe,1
overall she is a great professor,1
thankful kaymi nmo sir,1
thankyou sir,1
thankyou ms,1
doesnt attend class regularly,-1
best teacher in uc promise kini ray teacher di mag dala libro ug easy to learn sa iyang mga lesson,1
please lessen activities yeah your activities are easy and great but some are busy with others subjects and projects,1
thank you,1
maam ayaw lang pud palabi og hatag mga pt kay dili ra ikaw among maistra niya muhatag kag activity pwerti pajud duola sa sched murag ikaw ra among maistra da ayaw palabi og hatag,-1
hope that uc will give and provide good internet to sir carlo,-1
nindot man ka mo tudlo sir kaso dili lang jud ka mo sulod sa klase,-1
the best teacher who communicates with students properly and friendly,1
sulod sad panagsa sa klase sir uy niya explain pud pamaayo ang imong discuss kay usahay dili mi maka sabot,-1
ayaw palabi og stirkto sir kay imong mga studyante bisag ganahan maminaw mahadlok na nuon nimo usa pasad ayaw sigeg panawag kay kasagaran wala mi kahibw sa topic,-1
calm teacher who listen to their students,1
sir kasagaran sa uban na subject na nstp ikaw ray pinaka na maka pass dayon anang adlawa walay extend sir unyag late dili na biya ka mo dawat,-1
ms ayaw lang kaau palabi og maldita mas nindot manang butan ta kay dili jud ta makalimtan sa studyante,0
sir ayaw lang pud kaau pag favoritism kay masuya ming dili kasabay sa uban,-1
sir ganahan kaau ko sa imong pagtulod namo dili jud ka namo makalimtan sir,1
okay raka motudlo sir keep it up,1
ako ma comment miss is usahay mahadlok mi mo approach kay mura kag masuko miss,-1
ako ma comment nimo miss is ganahan ko the way ka mo teach and also on time jd mo sulod keep it up miss,1
maam ayaw sad mi e discourage na dili nalang mi mag social work mo tuo man jud ko anang mausab ang tao maam tabangi mi unsaon namo pag usaba among attitude dili kay mo ingon nalang kag ayaw nalang pag social work,-1
ang mo comment nako nimo sir is okay kaayo ka mo tudlo sir pero usahay kay maglibog mi kay usahay paspas ra sir pero okay ra sir kay mag ask mi nya imo jud tubagon sir keep it up sir,1
need to be on time and dismiss students on time too,-1
i higghly suggest na instead of jam board use ppt or power point,-1
maka hadlok ug kulba kung mo ask question,-1
provide some sources and power point too,-1
ako ma comment miss is usahay kay di mi ka approach nimo dali dali miss kay lagi miss busy ka usahay pag mo sulod ka sa klase miss kay mura kag gadali miss pero at the same time maayo kayka mo tudlo miss keep it up,0
she is really inconsiderate and doesnt listen to students opinion she prefer to stand of what she believes and doesnt even considerate on the situation that students experiencing she made exam that is out of the coverage and little time given,-1
ako ma comment nimo miss is maayo kaayo ka mo tudlo approachable sad kaayo ka miss unya if naa mi problem example like di mi kasulod kay tungngod sa connection imo jud sabton miss and also buotan kaayo ka miss keep it up miss,1
ako ma comment nimo sir is unta sir if kanang mag meet ta sir di mi pangutan ondayun like imo sa eh discuss sir kay di bya mi jd kabalo sir like kamao bya ka sir unsa kalisod ang math ganahan ko sir ba na if mag meet ta sir kay unta eh discuss pa unta sir,-1
ako ma comment nimo miss is usahay mahadlok ko mag ask kay basin ma misinterpret nimo miss basin unya masuko ka miss so mao to murag mahadlok lang mi mo approach nimo miss pero okay ra ka mo tudlo miss keep it up,0
ako ma comment nimo sir unta mo consider ka sa mga concern sa amo mga classmate sir pero okay kaayo ka mo tudlo sir like makasabot jd mi sir mao ra ako comment sir keep it up,-1
one of the best teacher proud that ive been under ur teaching sir,1
for my overall comment sir allan is a 10000000000000100 i hope he will be my subject in the next semester because he is all package i love mr allan the way he teach the class,1
very good teacher,1
sir jhonrey have a poor connection but he is a good teacher,-1
a very good teacher,1
tana nakong classmate kami tanan sa onlin class gi hataagan mi ug 30 kami gyud tanan niya paspas kaayo mo discuss tagas kaayo ug ipasuwat namo niya hatagan rami ug 30 tanan,-1
not a very good teacher,-1
very understanding approachable and one of the best teacher,1
the teachers are well versed and also entertaining enthusiactic,1
none,0
overall he is a great professor but the only problem is that he would not consider lms errors even though we have submitted our assignmentsquizes on time we have proof that we have submitted but reflected that we do not have any submission in his lms,-1
sana all teachers parehas ni maam,1
the best prof ever,1
another excellent teacher maka sana all jud,1
best prof since he always teaches us topics related to board exam to help us get ready in the future,1
amung straightforward nga maestra makadani kung mutudlo maminaw jud ka 3,1
thank you for being kind and a great teacher sir,1
he doesnt listen to students concerns even though we already had proof that we submitted our assignment and task before on time he doesnt give much more time to students doing activities and doesnt give chance who wasnt able to pass before on time,-1
okay ra nga maestro,1
the way mo tudlo ganahan kayko so feedback nako ani is 5 all,1
muhatag og sakto nga resources para sa mga quizzes and exam with recording sa discussion taas pajud og oras ang deadline salamat sir,1
he just gave us quiz without discussing instead he only gave us a screenshot from a book for us to be guided for our quiz,-1
wa jud ko ganahi aning maestraha sobraan ka stricta way klaro mo tudlo dili raman seguro ako ang di ganahan mostly whole section i hope naay maka advise ani niya daghan salamat realtalk di lalim ang bayronon sa uc sa among section is isa ray naka p,-1
godbless po,0
every week naay quiz pero naa mi natunan and atleast mu consider si sir og late nga solution paper,1
thank you very much sirrrrrr,1
wa nakoy lain ma feedback basta good teacher,1
good teacher for me,1
arigathanks,1
very informative professor grabi makahatag og attention sa klase which is good pero pag naay activity kay makapagawas jud ka sa imung tinaguan nga english bisaya og tagalog,1
wa nay lain maka sunod sa batasan ni sir maong daghan ganahan ani niya bisan stricto kahibaw mo sabot sa situation,1
basahon ra,-1
wa nakoy lain ma sulti mag base nalang kos number akong ge pili,0
keep up the good work maam,1
arigathanks mamsh,1
i dont like how this teacher give us exams he didnt give multiple choice just identification he didnt review out answers its needed because the exam is identification he didnt considered even wrong spacing and etc,-1
not good role model,-1
,0
no proper discussion gives exams not discussed gives 515 urls links books to read without discussing properly,-1
giving exams especially major exam with no enough time imagine a 40 item test and 20 mins,-1
creates own exam schedule not in study load,-1
sir bell is one of the best programming instrutor,1
di man gud siya mo reconsider sa among mga answer kung unsay iyang gusto nga answer mao ra jud bahalag space ra ang na sobra or hypen,-1
dili mu consider si sir,-1
best teacher,1
one of the best math teacher in uc very friendly to student,1
no comment,0
pinaka hanggaw nga maestro gamay mo hatag ug time ting exam 25mins for 40questions wa siya nayabag,-1
this instructor dont know how to teach well i know his trying his best,-1
he lack empathy,-1
nice teacher,1
he is inconsiderate teacher we all know that virtual learning is not easy passing our quizzes with slow internet connection is not easy the lms will hung up and error bisag 1 minute ra nga late kay nag error ang lms dli mo consider si sir,-1
delivers the lessons well however is too strict and could not take in considerations or answers that are close inhand,-1
great prof,1
ganahan kaayo ko ani niya nga teacher kay taas kaayog pasensya di gyud sya mo hunong if di maka learn,1
only gives short amount of time to complete the activities and quiz,-1
best math teacher helps student when they are troubled in understanding a math problem,1
wala ko kabalo nganong permi mi niya pa tan awon ug youtube tanang klasi gikan sa google search well maam pero nindot man sya mo tudlo pero di sya pareha sa uban nga effort kay naay ppt kay si maam nilda puro link sa google ihatag,1
good teacher makes the lesson understandable,1
wa ko kasabot ani niya kay di jud mo tudlo kasabot raman niya kay college naman mi pero magpaquiz ug checking rami permi mo tudlo man sya ineg checking pero among score pod intawn gagmay then among grado unsaon nalang,-1
di gyud ni sya mo hatag ug ppt or soft copy namo wa jud mi nasabtan ani niya sige ra syag pa quiz pa report nya di mo explain sa topic ga sige ramig self study ani kay di mi kasabot sa discussion ga lisod mig adjust ani ni maam,-1
i commend sir nicomedes he is a great teacher every time i would attend his class i always gained new knowledge from him,1
she is a good and flexible teacher,1
nothing i can saythank you so much and god bless you sir joaquin,1
it is tough to reach out to our instructor sometimes hesitant because shes somewhat strict and inconsiderate i hope we can communicate with our instructor correctly when we have any concerns about the topics and activities,-1
i love her this teacher was so very interactive the way she discuss lots of students wanted to answer her question every time she ask because we have learn a lot the way she teach she is one of the teacher who truly deserve to be call a teacher,1
he is a great teacher but i hope sir wont be too hard on his students,1
very good,1
a very great and amazing teacher her teaching techniques help student to understand lessons easily,1
every good teacher,1
god bless sir keep safe,1
god bless you miss keep safe,1
god bless you sir keep safe,1
i would like to address my concerns with my accounting instructor mr seares for his inconsiderate attitude towards us his students and how incompetent he is in our subject he doesnt take suggestions and doesnt reply to our concerns,-1
miss edeza manayaga is a wonderful teacher in her class we are able to learn a lot of things and share our thoughts at the same time,1
mr lims way of teaching is very efficient and can make students more engage in learning,1
mr pineda is a great instructor who radiates positivity and can make all of his students understand the lesson effectively,1
every quiz ang alloted time is dili siya enough dili man siguro tanan student igkahuman og basa sa questions makahunahuna dayun sa answer i am really hoping nga sa next quiz taas ang time,-1
he makes the topic very hard he will not accept consideration he dont listen to my classmates when they say that he is choppy he will just tell us that its our connections problem he also uses a white board nga di ma klaro,-1
always late in his classes,-1
he is a fantastic teacher who comes highly recommended im grateful to be one of his history students,1
nindot kaayo ka motudlo kay dali ra jud kaayo masabtan then sa mga quiz and projects kay dili mi nimo lisodlisodon also you are very approachable,1
he makes the topic very hard he will not accept and consideration he dont listen my classmate when they say he is choppy he will just tell us that its our connections problem he also uses a white board nga di ma klaro,-1
pwde ka review m sa answers maam pra naa m study material sunod exam lisod kaau fill in the blanks maam jd lamat mas better guro if multiple choice maam reha sa uban major subjects,-1
salamat sir amping prmi,1
i hope miss lauro will teach us and give us instructions in a not very confusing,-1
his way of teaching inhibits the learning of the student through a very limited time of given time when it comes to quizzes and exams,-1
gives us chances of submitting our activities even though its late,1
inhibits the learning of the student by limiting the time when taking quizzes and exams,-1
a good and nice but strict teacher,1
maam i admired you as my instructor i like the way you deliver the subject to us i am looking forward to learning more lessons from you,1
i admired you as my instructor i like the way you deliver the subject to us i am looking forward to knowing more lessons from you maam,1
tidert salamat sir,1
i find this subject really hard the quizzes are not properly arrange very fast when discussing and i always have slow internet connection thats why i barely understand the topics some questions in our quizzes are not part of the coverage given,-1
miss buena is a very effective teacher,1
mrs lucia suello is such a great teacher for me i can say that she is knowledgeable enough to teach accounting subjects she is approachable too whenever we have concerns she responded it right away,1
hes a great instructor i hope every instructor should be like him,1
thank you for sharing your knowledge miss continue to teach because you are a great teacher,1
great job,1
thank you for sharing your knowledge miss,1
he virtually met us once because someone reported him i hope he will discuss and not use others youtube video for us to watch,-1
we only had one virtual meeting because someone reported him i just hope hell get better at teaching because i really want to learn about statics of rigid bodies since its a great foundation for the upcoming subjects that i will took someday,1
thank you for being my teacher,1
thank you for being my teacher,1
responsible not just she was a teacher but also to all of us andam siya maminaw sa everyside sa students and i admire her for that,1
ms melanie dont listen our concerns especially when we have technical problems when we present our performance task shes always in a hurry and shes late when we have synchronous classes hope this comment will notice thank you,-1
for sir jude hes strict when it comes to our activities but i understand because as a college students we should do our responsibilities as a students please be friendly of us students sir thank you,1
sir pedz is one understandable teacher we have thank you sir we really appreciate your kindness and understandable teacher of us we salute you sir,1
ms althea is also understandable teacher same as sir pedz we salute you ms thank you so much and we appreciate your kindness of us ms god bless,1
thank you and god bless,1
he dont have a proper discussion and very strict he even dont consider about the problem of internet connection,-1
thank you for everything and god bless you always,1
thank you for being a good teacher for us having you as our teacher is a pleasure and fun because you thought us everything not just the topics and activities we had but also the happiness you shared to us thank you and god bless,1
very understanding instructor,1
